[00:00:01] 想象一个鱼缸嘛
[00:48:10] 如果你搭配好的sample策略
[00:48:12] 它本质上是一个影视的课程学习的机制
[00:48:15] 希望他就所谓curriculum learning
[00:48:18] 就是你你希望他从合适的难度开始学
[00:48:21] 然后学完逐渐去提升它的难度
[00:48:23] 而不是你一上来就学非常难
[00:48:25] 因为那样的你的你你的采样效率很低
[00:48:27] 就基本上学不到什么东西
[00:48:28] 你的可能算力都会被浪费掉
[00:48:30] 对嗯但这个挑战还是说今天的很多任务
[00:48:33] 我觉得它还是来自于比如说人类存量的数据
[00:48:36] 或者说人去设计的一些任务
[00:48:38] 而不是就这里面可能AI native的部分还比较少
[00:48:43] 所以会带来刚刚说的繁华新的问题吧
[00:48:46] 我co点A卷和通用A真的是什么关系啊
[00:48:48] coding可能是一个比较垂直的
[00:48:51] 就或者说它是一个子集对
[00:48:53] 然后他你你只要把两个工具用的足够好
[00:48:57] 你就能做大部分的事情
[00:48:58] 最后还是希望说能够不光只是做coding对
[00:49:03] 包括现在我们去训练这个模型
[00:49:05] 我们也不是说让他只能做coding
[00:49:07] 因为他的呃局限还是会有一些局限性
[00:49:11] coding是相当于一个环境
[00:49:13] 他是相当于人类的手
[00:49:15] 对他是任务的一个子集对
[00:49:16] 但他可能是很重要的一个子集
[00:49:18] 这个相对对于AH来说比较容易的任务是吗
[00:49:21] 比较好验证
[00:49:21] 所以所以比较好学习对
[00:49:23] 但是他还是会有一样挑战
[00:49:24] 就比如说我我刚讲的这个泛化性的问题
[00:49:27] 他还是会我觉得即便是coding agent
[00:49:29] 他也会面临一样的挑战
[00:49:30] 然后能coding是很重要的
[00:49:32] 一个自己
[00:49:32] 是在于说
[00:49:33] 就是就是它代表了可能数字世界的自动化呃
[00:49:37] 你今天假设你想创建一个新的工具嗯
[00:49:41] 因为现在很多A选
[00:49:43] 他的工具集合是一个固定的对
[00:49:45] 然后如果你想创建一个新的工具
[00:49:47] 它本质上是写一段写
[00:49:49] 写一段或者一大段代码来实现
[00:49:52] 或者如果你今天想做更好的啊
[00:49:56] 比如说上下文管理对吧
[00:49:57] 或者所谓的context engineering这东西
[00:49:59] 它可能背后对应的也是一个工具
[00:50:03] 这个工具可能也用代码来实现
[00:50:05] 就是代码在这里面
[00:50:06] 它有它有一有一个独特的位置
[00:50:08] 独特的作用
[00:50:09] 但是并不是说你做了CODIAGENT就足够呃
[00:50:13] 因为很多
[00:50:13] 比如今天大家又有很多不是程序员的人
[00:50:17] 他会用clock code去做很多他的任务呃
[00:50:20] 你你是一个律师
[00:50:21] 或者你是一个产品经理
[00:50:23] 或者你是一个设计师
[00:50:24] 你也会用block code去做一些事情
[00:50:27] 是因为你的模型是上
[00:50:28] 而是一定程度上有一些有些泛化
[00:50:31] 它不仅只是说会写写代码
[00:50:33] 所以你们是要做通用A制的模型
[00:50:34] 并不是说要做一个口顶的模型对吧
[00:50:36] 我们还是希望能呃就是做通用的模型
[00:50:41] 从写代码到操控整个数字事件
[00:50:43] 你觉得A真还缺乏什么能力啊
[00:50:45] 一是我觉得首先现在这些高频的工具
[00:50:48] 使用也还不够好
[00:50:50] 能力上还有很大的空间
[00:50:52] 然后这一方面也是说
[00:50:53] 现在缺少一些更好的benchmark来观测吧
[00:50:57] 就是你可能SWEBENCH3号
[00:50:58] 现在也也可能马上会有SATURY就会会饱和
[00:51:01] 然后有很多bench他不够好
[00:51:04] 不够真实的反应就是实际的用户体验
[00:51:09] 然后所以我觉得高频高频工具本身会有空间
[00:51:13] 然后长尾的工具就是在一些可能你没有见过
[00:51:16] 完全OD的
[00:51:17] 怎么有更好的泛化
[00:51:18] 我觉得对
[00:51:20] 也也是可能很重要需要解决的问题
[00:51:22] 你自己最看重能提升A证能力的是哪几个
[00:51:25] 关键能力啊
[00:51:26] 长期来看让他的能力提升
[00:51:28] 就像我们刚刚说的
[00:51:30] 就是可能希望能用innovation这一层的一些技术
[00:51:34] 去提升agent这一层的能力对
[00:51:37] 所以希望呃
[00:51:39] 我觉得这个可能是很重要的一个方向
[00:51:42] long long time one memory重要吗
[00:51:44] long contest也很重要
[00:51:45] 就是因为现在就是因为很多任务
[00:51:48] 你你128K
[00:51:49] 256K这种context完全是解决不了
[00:51:52] 你需要可能比如百万级别这样或者甚至更多
[00:51:55] 但是你又需要在这个级别下
[00:51:56] 你还你的脑子还非常好用
[00:51:59] 就是它不能只是说长
[00:52:00] 但是你你你可能脑子还得非常好用
[00:52:03] 就是你的你的智商还得非常高对
[00:52:06] 所以这个对于模型的训练是挑战是很大的
[00:52:10] 就是你要让他希望你的压缩率足够高
[00:52:12] 所以你的你的模型可能要足够大
[00:52:14] 嗯嗯然后同时你又希望它也比较长对吧
[00:52:18] 所以就是这这个这两个东西
[00:52:20] 它是天然会存在一些冲突
[00:52:21] 然后你需要可能需要更好的架构
[00:52:23] 但是有一些架构
[00:52:25] 可能你发现就是他在更长的context下
[00:52:27] 可能效果会有提升
[00:52:29] 但是你短的context有可能又不一定会有提升
[00:52:32] 或者甚至会有下降
[00:52:33] 所以就会有很多这种可能架构上的一些一些
[00:52:37] 平衡的问题对
[00:52:38] 但这些问题可能也会接下来逐渐被解决
[00:52:40] 我觉得他是有一些解法对
[00:52:43] 所以这个这个也啊也很重要
[00:52:45] 这个可能是一个ARTEXTURE上的一个支持
[00:52:47] 还有就是我觉得现在的IL训练方式
[00:52:50] 肯定也会有很大的提升空间吧
[00:52:51] 比如说啊
[00:52:53] 当你要训练一个很复杂的
[00:52:54] MOTIAGENT的系统的时候对吧
[00:52:56] 那你只是用端到端的reward
[00:52:58] 可能就不太够
[00:53:00] 但中间的VIVO怎么产生啊
[00:53:02] 是不是能摆脱一些人工的设计
[00:53:04] 我觉得也也会是很有意思的挑战
[00:53:08] 哎我有一个就是我会看我去年对话
[00:53:10] 我有个问题非常想问你
[00:53:11] 就是你去年说开源会落后于闭园
[00:53:13] 因为开源的方式跟以前不一样
[00:53:15] 以前所有人都可以贡献到开源
[00:53:16] 因为开源本身是中心化的
[00:53:18] 开源的贡献很多没有呃
[00:53:19] 经过算力验证
[00:53:20] 那必然会有人才聚集和资本密集呃
[00:53:24] 是一个对市场整合
[00:53:26] 所以领先者不会太远
[00:53:27] 只有落后者才会这么做
[00:53:29] 所以你但是你今天看原谅对
[00:53:31] 因为我们还不是绝对
[00:53:32] 我们还没有做到非常我就是完全的领先了啊
[00:53:35] 有有一些判断上其实基本上是这样
[00:53:39] 就是说你确实你的模型出来之后呃
[00:53:41] 就是这个社区它能贡献一些东西
[00:53:43] 比如说你你在你在推理测
[00:53:44] 可以可以做很多事情对吧
[00:53:47] 然后你你可以让这个模型有更多人免费给你
[00:53:50] Surf
[00:53:50] 让他就是有更多人去用
[00:53:52] 然后但确实你要贡献到模型本身的
[00:53:56] 把这个模型本身变得更好
[00:53:57] 好像还只只只能是你原厂自己来做啊
[00:54:01] 当然就是说现在呃如果是放在这个
[00:54:04] 你如果看base model是这样
[00:54:06] 但是就是说你你如果基于这个开源模型
[00:54:08] 去做很多post training
[00:54:09] 特别是ijtic post training的话啊
[00:54:12] 有可能会有会产生出来一些新的机会
[00:54:15] 就比如说嗯假设你现在想非常想去做一个
[00:54:18] 就是比如说法律相关的这个agent
[00:54:21] 然后你是一个比如说你是个创业公司
[00:54:24] 想去做这个事情
[00:54:24] 那你完全可以去K2
[00:54:26] 然后在你的定制你的这个工具集合下面
[00:54:29] 那么你可以选出来一个specialized的agent
[00:54:32] 然后他在你关注的场景下表现的非常好
[00:54:35] 我觉得存在这样的机会对
[00:54:36] 但他更多的是可能去赋能
[00:54:38] 这个就是更多的可能下游的应用
[00:54:41] 就是你你可能很难说把这些东西在变成
[00:54:44] 说你的主模型
[00:54:45] 这个base model的提升
[00:54:46] 这个可能还是目前还是很难
[00:54:48] 我觉得大概是这样吧
[00:54:49] 我就觉得这个问题可能给动态的观察
[00:54:51] 就是开闭源之间的关系
[00:54:52] 你们会长期选择开源吗
[00:54:54] 我觉得这个是一个我们希望长期去做的事情
[00:54:58] 但我们不一定是说只做开源
[00:55:00] 我们会希望能够去跟社区去分享
[00:55:02] 你像你刚说的技术的农号对吧
[00:55:04] 然后我觉得这个是可以去加速
[00:55:06] 就是我们我们往把把把技术再往下去
[00:55:10] 提升的一个很重要的一个点
[00:55:12] 就是大家可以不完全只是竞争
[00:55:14] 就是你也可以有一些合作
[00:55:16] 或者甚至就是说你所有开源的公司
[00:55:20] 它会形成一个生态
[00:55:21] 就是说你你能更好把这个技术往下去推进
[00:55:24] 就你这雪山可以爬的更好嘛
[00:55:27] 然后rise to the top
[00:55:28] 也不一定所有东西都是开源的吧
[00:55:30] 比如说假设我们现在跟某些公司有有一些合作
[00:55:33] 就是它不一定是说你所有东西都要开出来
[00:55:36] 但是我们可能会希望能持续的去开放
[00:55:38] 一些好的技术
[00:55:39] 所以这是一个技术体系的信仰
[00:55:41] 还是说是一个市场博弈的策略
[00:55:43] 我觉得客观的说是都有对
[00:55:45] 就是而且可能都有好处
[00:55:47] 但最终我们是希望说能通过这个东西
[00:55:49] 让这个技术可能更安全
[00:55:51] 更快的达到一个更好的水平
[00:55:52] 开闭源的生态会怎么演进
[00:55:54] 你觉得最终开源和闭源全球会剩下几家
[00:55:56] 我觉得不会很多吧
[00:55:57] 就是或者说整体来说
[00:55:59] 但但几家肯定还是会有的
[00:56:01] 就是我我我觉得整体来说
[00:56:03] 其实你如果去看过去两年
[00:56:06] 我觉得这个趋势还是比较明确的
[00:56:08] 就是你还是这个市场会逐渐的更集中跟收敛
[00:56:12] 聚焦对跟收敛啊
[00:56:14] 你可能一开始有几百个到几十个到几个
[00:56:17] 我觉得几个可能是最终一个比较稳定的数
[00:56:21] 我觉得现在看起来是一个大概率的事情
[00:56:24] 你们属于开源那一边的
[00:56:25] 还是闭源这一边的
[00:56:26] 像我刚刚说我们可能会持续的去开
[00:56:28] 但是并不是所有东西一定都会完全的凯
[00:56:31] 我觉得选择性的是一个对吧
[00:56:33] 这个很多可能我们要动态的去观察对
[00:56:36] 但是我们肯定是希望能够
[00:56:37] 长期去分享更多的技术
[00:56:40] 为什么中国公司都开源了
[00:56:44] 也不是都字节就没开
[00:56:45] 对我觉得客观的说还是就像我刚刚讲的
[00:56:48] 就是说你你可能有市场博弈的因素
[00:56:50] 我觉得这个对社区来说是个好事
[00:56:52] 就就是说然后你开源的可以互相借鉴对吧
[00:56:55] 那你可以去加速做到show time
[00:56:57] 我觉得他是一个很好的方式
[00:56:59] 去年你提到一个很多的词是有概率的
[00:57:01] 非公时
[00:57:02] 你今天有概率的非共识是什么
[00:57:03] 好问题
[00:57:05] 我我觉得就是可能像我刚刚讲的吧
[00:57:08] 就是几个接下来比较重要的技术的点
[00:57:11] 比如说怎么去提升A证的泛化
[00:57:13] 我还是觉得可能是一个非常重要的问题
[00:57:15] 然后这里面可能我们希望看
[00:57:18] 能否在技术上有一些新的东西
[00:57:21] 然后包括高就是包括我们去做优化器这东西
[00:57:25] 我觉得在我们做出来之前
[00:57:27] 当然我现在不知道是不是啊
[00:57:28] 就是至少在我们做出来之前
[00:57:29] 应该没有人在做这个东西
[00:57:31] 所以他是一个他也是做成了一个非公式对
[00:57:35] 就是因为之前所有人都会使用ADAM
[00:57:36] 所以我就觉得这个也也算是一个比较重要的
[00:57:39] 因为他对token fusion实力提升确实很大
[00:57:41] 所以使得我们现在可以有一个比较好的base model
[00:57:44] 那这个base model我们后面就可以有更多的posting
[00:57:47] 去把他所有的上限
[00:57:48] 所有的性能去压榨出来
[00:57:49] 我觉得这些其实都是你
[00:57:51] 你怎么看AI时代的产品啊
[00:57:53] 就是你因为做KIMI也做了很长时间嘛
[00:57:56] 你觉得做比如说做AI时代的产品
[00:57:58] 跟做移动互联网产品会有不一样吗
[00:58:00] 我只能说说AI的产品啊
[00:58:02] 因为移动互联网没有做过
[00:58:03] 但是就是以前就很喜欢说模型级产品
[00:58:06] 对对对
[00:58:07] 我觉得这个现在还是没有变化的
[00:58:09] 还是没有变化
[00:58:10] 就是比如你在假设你现在做一个A证产品
[00:58:13] 你在做的时候
[00:58:14] 其实需要把模型跟工具和这个context去结合起来
[00:58:21] 然后但是你发现就是在训练模型的时候
[00:58:25] 你基本上已经要把这一套全部搭搭好
[00:58:27] 才你才有办法训练这个模型对吧
[00:58:29] 所以当你模型训完之后
[00:58:30] 你的产品已经做完了
[00:58:31] 这是就是你在上面做一些可能交互的东西
[00:58:35] 我觉得也肯定也有很大的价值
[00:58:37] 但是可能他是最后的这锦上添花的
[00:58:40] 这一步就是你的你的模型的性能
[00:58:43] 它已经在这个过程中
[00:58:44] 然后打磨好了
[00:58:46] 然后跟这些工具和环境已经有非常好的适配
[00:58:49] 是所以他是他是在训练之中完成的
[00:58:54] 就是你训练好了之后
[00:58:55] 你的产品就基本上已经做差不多
[00:58:58] 因为你去年说啊
[00:58:58] 现在的开发方式演变成你要做一个巨大的系统
[00:59:01] 就像比如说21世纪初google做的性检索系统哦
[00:59:04] 那你今天对于AISHI这个巨大的系统
[00:59:07] 有没有什么想象
[00:59:08] 有更多的想象吗
[00:59:09] 就像比如说以前的搜索引擎系统
[00:59:11] 和以前的推荐引擎系统
[00:59:13] 但它都是适同适配不同的时代的嘛
[00:59:15] 我觉得现在的系统复杂性在于
[00:59:18] 你想就想让这个模型变得通用
[00:59:21] 就是通用
[00:59:21] 它会带来很多的复杂性
[00:59:23] OK那你一方面可以认为它是变简单了
[00:59:26] 你另一方面也可以认为它变复杂
[00:59:27] 就简单
[00:59:28] 在于说你只要把所有东西都放在同一个模型里
[00:59:32] 就你不需要维护那么多模型
[00:59:34] 你不需要搞一堆的这个routing的策略对吧
[00:59:37] 就是它从概念上来讲
[00:59:39] 或者说有一些工程实现上来讲
[00:59:41] 它是变简单的
[00:59:42] 但是另一方面就是它也会变得复杂
[00:59:44] 就是你发现你如果希望它很通用
[00:59:47] 那你就希望说这个模型在各种场景下
[00:59:51] 它都可以工作
[00:59:52] 比如说你做A证的模型
[00:59:54] 你不你不希望它只在你的工具机下能工作
[00:59:57] 嗯你希望说别人用你这个模型
[01:00:00] 它在别的工具集
[01:00:01] 甚至你没有见过的工具
[01:00:03] 或者说工具不同的定义
[01:00:05] 不同的实现方式
[01:00:07] 他都能工作
[01:00:08] 这个其实就是嗯要求是很高
[01:00:11] 然后你可能比如agent里面
[01:00:13] 他现就现在可能会有几种不同类型的任务
[01:00:16] 你不管是coding的agent
[01:00:17] Search agent
[01:00:18] 还是可能一些其他的agent
[01:00:21] 就是你要把它呃放在同一个通用模型里面
[01:00:26] 那它就可能会有这个会有一些打架的问题对吧
[01:00:30] 就是你可能也许也许你的工具定义不一样
[01:00:33] 或者你的数据的pattern不一样
[01:00:36] 就是你把它做成一个通用模型的过程
[01:00:38] 它其实是有很多的技术挑战对
[01:00:42] 但是如果你不做成通用的模型呢
[01:00:44] 嗯你它的它的泛化性又没有那么好
[01:00:47] 就是你你你只能做一件事情对啊
[01:00:50] 而且特别是现在就是因为你ASI
[01:00:52] 他是需要很多步的完成任务嘛
[01:00:54] 啊即便程序员他也不仅只是写代码对吧
[01:00:57] 然后或者说写代码里面
[01:00:58] 他也不仅只是做three webench
[01:01:00] 所以你发现就是你要做很通用的呃的东西
[01:01:04] 或者说真正可用的东西
[01:01:06] 随着你的步数变多
[01:01:07] 它对通用性的要求是会更高
[01:01:09] 我是觉得他的系统复杂性嗯
[01:01:12] 主要是体现在说你的
[01:01:14] 你在训练这个模型的过程中
[01:01:15] 需要让他的那他是足够通用的
[01:01:19] 而不是说去拟合到某一些单点的能力上
[01:01:23] 就你拟合到单点能力上
[01:01:25] 你可能会你可能会benchmark分数看起来很好
[01:01:28] 但是你实际上就是你的通用性可能是不够对
[01:01:31] 就是我我觉得这个是现在这个系统
[01:01:34] 我我自己能观察到比较大的挑战
[01:01:35] 还包括有个例子
[01:01:36] 就是说
[01:01:36] 比如你想往这个模型里面加多模态的能力对啊
[01:01:40] 那你就需要让这个多模态能力
[01:01:42] 不要去损伤他的脑子是吧
[01:01:43] 而且你希望就是在多模态的模式下
[01:01:45] 跟你的只是能够不损伤是吗
[01:01:48] 对对就是你能不损伤已经很好了
[01:01:50] 你希望在他以多模态的模式下
[01:01:52] 跟你这个呃文本模式下
[01:01:55] 你希望他他能共用一个脑子对吧
[01:01:58] 就是他他能在多模态的模式下
[01:02:00] 也能把他文本的那个智商给激发出来
[01:02:03] 而不是他就进入另外另外一部分的参数
[01:02:06] 那他可能就是完全丢掉了
[01:02:08] 原来他文本里面学习的部分
[01:02:10] 所以就是你做一个通用的模型
[01:02:11] 它就会面临这样的挑战
[01:02:13] 就是当你有各种模态
[01:02:14] 各种任务类型
[01:02:15] 各种还有agent reasoning chat
[01:02:18] 这些东西他要全部合到一起啊
[01:02:21] 我觉得是存在这样的一个挑战
[01:02:23] 然后而且你现在不光是SFT
[01:02:25] 你还要做IOIO的时候
[01:02:26] 当你就可能这个挑战就会进一步的加重
[01:02:29] 就是这个是相比于就说你只做就是通用的
[01:02:32] PRETRAINING是相对比较好做的
[01:02:33] 就是你只要把所有的文本嗯
[01:02:35] 就是放放在一起
[01:02:36] 它基本上不会有太多的问题
[01:02:38] 但是你越到potion
[01:02:40] 后期越到IO它的这个问题会更加严重
[01:02:43] 我觉得这是它的系统复杂性
[01:02:44] 你看搜索引擎系统
[01:02:46] 其实是构建在PC互联网之上的
[01:02:48] 然后推荐引擎系统是构建在手机上
[01:02:50] 就是移动互联网上
[01:02:51] 你觉得新的节点在哪里啊
[01:02:52] 这个时代AI时代就超级节点在哪里
[01:02:55] 对对他肯定会跑在很多数据中心里
[01:02:59] 所所谓的JENSEN经常说的这个AI factory
[01:03:02] 但肯定还会有很多终端嘛
[01:03:03] 就是我觉得终端可能还是有些可以复用
[01:03:06] 现在的有一些可能会有新的
[01:03:08] 可能会诞生新的交互版式
[01:03:09] 肯定会chat是一种
[01:03:11] 就是你如果两年前看他
[01:03:12] chat是一种新的交互方式
[01:03:14] 因为之前可能没有说人跟机器这种对话
[01:03:17] 但现在你可能ASI他其实有很多新的交互方式
[01:03:20] 对啊
[01:03:21] 就比如你让他异步执行一个任务
[01:03:23] 然后你又可以看一些中间的结果啊
[01:03:26] 他其实也是一种交互方式
[01:03:28] 但你呃那可能接下来还会有更多
[01:03:30] 比如说当你有一个motivation system
[01:03:32] 那那它的交互方式会怎么样
[01:03:35] 就可能你会随着能力的边界去变化对
[01:03:38] 然后比如说你看coding这个东西
[01:03:40] coding1开始你有你有这个CPATE
[01:03:42] 然后CPITE之后有cursor
[01:03:44] 开始之后有有有clock code
[01:03:46] 但你你其实每一代交互都会发生变化
[01:03:48] 然后你发现这个交互
[01:03:49] 它其实是随着模型的变化而变化
[01:03:52] 对基本上就当你有新的一代模型
[01:03:55] 然后他能力提升了很多
[01:03:56] 你就发现你的交互可以改了
[01:03:58] 就你不再需要说我单个的人去点
[01:04:02] 我要不要accept一个一个修改
[01:04:04] 而是说我可以去多步的去执行一个agent
[01:04:08] a coding的任务
[01:04:09] 所以你的交会方便嘛
[01:04:11] 然后当然今天可能CROCODE的交互
[01:04:13] 它也它也不是终极形态
[01:04:15] 就是因为你的模型还会提升
[01:04:16] 提升之后它的交互就会持续变化
[01:04:19] 我觉得是一个这样的过程
[01:04:20] 今天skin law
[01:04:21] 你觉得还没有放缓
[01:04:22] Gain low
[01:04:23] 对CIGAO就是有数据强了
[01:04:24] 我觉得这个肯定是一个客观的事实
[01:04:26] 然后就是说那你突破这个需强
[01:04:31] 就像我刚刚说的
[01:04:36] 就是因为呃你肯定数据强是存在的对
[01:04:39] 然后呢
[01:04:40] 你同时你要scale更多的computer到这个IO
[01:04:44] 像各种各样的IO的任务上
[01:04:46] 但3号我们现在观察就是
[01:04:48] 其实模型变好的速度并没有在减少
[01:04:51] 我觉得甚至是在加速
[01:04:53] 为什么AI产品都还没有形成数据飞轮
[01:04:56] 就是因为基于算力的scaling太强大了
[01:05:02] 基于算力的scaling太强大了
[01:05:04] 就是我觉得这是一方面
[01:05:06] 就是说你比如说你先scale pretraining
[01:05:09] 然后你用scale isle isle的skinning
[01:05:11] 他的效率又比PRETRAINING要高很多
[01:05:14] 因为他是on policy带扶梯度的训练
[01:05:16] 所以它的它的scale的效果其实是效率是更高的
[01:05:20] 所以当你有很高的skating效率的时候
[01:05:23] 就是你发现你你直接scale这个computer scale
[01:05:25] 这个flops它带来的提升是非常非常大
[01:05:28] 所以你会显得其他带来的提升很小
[01:05:30] 这个是一方面
[01:05:31] 另一方面就是说所谓的数据飞轮胎
[01:05:33] 是很依赖于这个外界环境的feedback
[01:05:36] 然后这个feedback它我们不希望他有太多的噪声
[01:05:39] 但现在可能3号就是还没有完全说
[01:05:43] 这个问题做的非常好
[01:05:45] 就是因为你你噪声就大
[01:05:47] 模型的学习
[01:05:48] 他的噪声是比较敏感
[01:05:49] 他跟可能传统的这个
[01:05:51] 比如说推荐系统有点有点不太一样
[01:05:54] 还是噪声很敏感的
[01:05:55] 现在看起来还是就是说基于这个flops的skin
[01:05:58] 是更有效
[01:05:59] 当然说这个平衡什么时候会产生变化
[01:06:02] 那也有可能就是说你你你走通过新的交互去呃
[01:06:07] 让你收集到的信号的噪声能够去减少对对
[01:06:10] 但是需要就是创造一种新的交互
[01:06:13] 对对对
[01:06:14] 但是你这个交互要适配模型能力的发展
[01:06:16] 就是你的交互不能超越模型能力
[01:06:19] 你应该在大学模型能力的这个范围内
[01:06:22] 去去设计一个好的交互啊
[01:06:25] 但是我我觉得这个是值得尝试的
[01:06:27] 只是说今天可能我看来会觉得说嗯
[01:06:31] 可能你去scale那个FPS那个维度
[01:06:34] 或者说提升他的学习效率
[01:06:36] 他还是更确定性更高
[01:06:40] 嗯而且看起来更有效的一个方法嗯
[01:06:42] 那如果说像比如说眼镜解说用户数据
[01:06:44] 无法提供模型的智能
[01:06:45] 那好像今天就没有必要做to c产品了
[01:06:48] 我们就一一门心思提升智能就好了
[01:06:51] 这个东西要看怎么看
[01:06:52] 就是你可能还是要有一定量
[01:06:54] 就是你你得大概知道说这个
[01:06:56] 我觉得这样就说你可能没有办法直接去使用啊
[01:07:01] 一些比如说用户的反馈直接拿去训练对吧
[01:07:04] 但是你有一定的用户量的好处
[01:07:06] 是在于说你知道整体的这个
[01:07:08] 比如说需求的分布是怎么样
[01:07:10] 你你你大概知道
[01:07:11] 就是说有哪些可能是用户用的好
[01:07:15] 那些用的不好
[01:07:16] 然后你再把这个东西抽象成可能一些
[01:07:18] 比如说evaluation
[01:07:19] 然后去优化这个模型
[01:07:22] 如果你这个模型完全没有人用
[01:07:24] 那哈那你你可能都不知道往哪里去优化
[01:07:27] 另外就是说也要看你这个用户的商业价值对
[01:07:30] 就是因为我觉得
[01:07:31] 现在其实又到了一个新的分水岭
[01:07:33] 就是说你你的用户其实是有可能嗯
[01:07:37] 能产生商业价值
[01:07:38] 比如说你就看OPPI
[01:07:39] 他C端用户其实产生商业价值是很大
[01:07:41] 可能占了他的这个应收的比较大的比例对
[01:07:46] 然后啊特别是现在你可能有很多A证的产品
[01:07:50] 它能多大多大产生很多价值对吧
[01:07:53] 所以你用户可能现在
[01:07:55] 所以也要看你是什么用户对吧
[01:07:56] 就是如果普通的去闲聊
[01:07:58] 问一下天气
[01:07:59] 他可能不一定说有那么大商业价值
[01:08:01] 但如果你是很多A证的这个专业的用户
[01:08:04] 那他可能是已经本身就是一个很好的
[01:08:07] 生产力的价值
[01:08:08] 可能这个事情他又不完全一样了
[01:08:10] 你对产品有什么新的想法
[01:08:12] 没有我我觉得更多还是想模型怎么做
[01:08:15] 因为我觉得像我刚刚讲的就是模型训好了
[01:08:18] 这个产品它就已经基本上做的差不多了
[01:08:21] 模型及产品对我觉得他今天还是成立的
[01:08:24] 今天还是成立
[01:08:25] 就是我们还是会沿着这个方式一直在做
[01:08:27] 有人会说KIMI是要从要做
[01:08:29] 当然你不认可你们是中国要做中国的open i
[01:08:32] 但是有他们会这么看吗
[01:08:34] 你们是要从做
[01:08:34] 要做中国的open i
[01:08:35] 是不是要变成变成想做中国的ANTHROPIC
[01:08:38] 是有这样的一个转换吗
[01:08:40] 我觉得很难这样定义吧
[01:08:42] 就是因为中美它不太一样
[01:08:44] 而且今天我们更多的还是得站在全球的视角
[01:08:48] 去思考这个问题
[01:08:49] 我觉得做中国的什么什么
[01:08:50] 可能本身它就不一定非常成立
[01:08:52] 我觉得还是其实简单一点
[01:08:54] 就是说我我我们希望还是还是继续爬山呢
[01:09:00] 就是对我就觉得就是爬山做时间的朋友
[01:09:03] 然后跟肯尼乐提一起说
[01:09:05] 去加速这个技术的推进
[01:09:07] 我觉得这是我们想做的事情
[01:09:09] 嗯那我们聊聊商业模式啊
[01:09:11] 你怎么思考的
[01:09:12] API是好生意吗
[01:09:13] 我我觉得现在就是明确的商业模式
[01:09:16] 一一个对一个API
[01:09:17] 一个是说可能一方一方产品嘛
[01:09:19] 觉得这两个可能我们也都会去做一些尝试
[01:09:23] 当然我觉得今天可能最主要优先级
[01:09:25] 还是继续把模型做的更好
[01:09:28] 我我我觉得这个还是可能首要目标吧
[01:09:32] 但是你在把这个模型做的更好过程中
[01:09:35] 对
[01:09:35] 比如说你在某些方面呃领先的
[01:09:40] 那
[01:09:40] 那他其实确实是有这个会有这个商业化的空间
[01:09:47] 因为我觉得今天整体的市场规模
[01:09:49] 其实涨的也很快啊
[01:09:50] 就是就是可能头部的公司有几10亿
[01:09:53] 上百亿美元的这个AI
[01:09:55] 而且是在快速增长是吧
[01:09:57] 可能每每个每一两个季度就能翻个两三倍
[01:10:01] 这样的情况
[01:10:02] 我觉得这个肯定我们是会动态去观察
[01:10:05] 然后可能做一些尝试吧
[01:10:06] 对但但是可能最主要还是说得
[01:10:09] 比如说你你如果模型真的能做到
[01:10:12] 比如opus的水平
[01:10:13] 然后会或甚至甚至做的更好
[01:10:15] 那那这个空间可能会更大
[01:10:17] 所以我们会花更多时间去把效果做的更好
[01:10:19] 因为你们用户说他们很喜欢KIMI
[01:10:21] 但是很担心KIMI不赚不到钱嗯
[01:10:24] 怎么办
[01:10:24] 你们能挣到钱吗
[01:10:25] 对就是你还是先投资嘛
[01:10:27] 然后我觉得能不能赚到钱
[01:10:29] 取决于你就是你的你的模型效果做的怎么样
[01:10:32] 我我现在觉得就因为我觉得市场它是一个呃
[01:10:35] 其实已经一定程度上被验证了市场
[01:10:37] 然后也也在快速增长
[01:10:38] 像我刚刚说的
[01:10:39] 所以我觉得还是专注把技术做得更好
[01:10:41] 然后剩下的东西
[01:10:42] 我觉得其实可能确定性反而是更高
[01:10:44] 这样火了
[01:10:45] 你心情有什么变化吗
[01:10:47] 也也没有
[01:10:48] 就是就是还好
[01:10:49] 就是说我觉得还这个还是一个漫长的旅程吧
[01:10:52] 就是你是反正要持续做下一代的模型
[01:10:56] 本来还是回到刚刚那个刻在石头上
[01:10:59] 两句话
[01:10:59] 就是说你会产生新的问题
[01:11:01] 然后再去解决它
[01:11:02] 然后这个是这个是可能是最有意思的部分
[01:11:05] 这个旅程这个创业旅程有什么是意料之外的
[01:11:07] 完全意料之外的
[01:11:08] 我觉得还好
[01:11:09] 就是说基本上所有的困难
[01:11:11] 什么这些我们也有预料到
[01:11:13] 只是说具体是什么困难
[01:11:14] 对我我觉得最有意思的点是
[01:11:16] 你永远不知道会产生什么新的技术问题
[01:11:20] 然后这些技新的技术问题会怎么样被解决呃
[01:11:24] 我觉得这个是最有意思的部分
[01:11:26] 就是这个是你基本上很难预测的
[01:11:29] 如果能预测它就不是那么创新对哈
[01:11:32] 但我觉得这个是最有意思的
[01:11:34] 就是就是你会永远遇到新的问题
[01:11:36] 你现在生活是什么样子的生活节奏
[01:11:38] 现在就是可能睡得比较晚吧
