[00:00:00] 理想是谁啊
[01:16:12] 有感觉在做一个人吗
[01:16:15] 当然了
[01:16:15] 我一直是在拿人的方式
[01:16:17] 就我始终在人工智能方
[01:16:18] 都是在拿人的方式跟团队去沟通
[01:16:21] 包括我们开始讲的快思考慢思考
[01:16:24] 我觉得这个还是得益于
[01:16:25] 然后2013年9月份
[01:16:28] 然后陆琪对我们的启发23年
[01:16:31] 然后2023年9月份
[01:16:32] 那我们的战略会陆琪对我们的启发
[01:16:34] 陆续问了个问题
[01:16:35] 人类是怎么工作的
[01:16:36] 人类是怎么学习开车的
[01:16:39] 对人类没有那么辛苦啊
[01:16:41] 人类没有那么难嗯
[01:16:42] 那如果那么难的话
[01:16:43] 肯定是方法不对的
[01:16:45] 或者是能力还没到
[01:16:46] 那你们就应该去研究什么样的能力
[01:16:48] 才能像人一样去开车
[01:16:50] 像人类一样去繁化
[01:16:52] 而不是靠规则算法
[01:16:54] 齐博士最近有给你新的input
[01:16:56] 没有新的输入
[01:16:59] 我们前几天又交流了一次
[01:17:02] 对然后他更加强化的一点其实是研究等于能力
[01:17:08] 研究等于能力对
[01:17:10] 而不是研发等于能力
[01:17:11] 要在人工智能时代
[01:17:12] 研究等于能力
[01:17:13] 所以就更加强化了研究工作的重要性
[01:17:16] 就研究等于认知
[01:17:18] 然后认知很容易就变成能力
[01:17:20] 在模型时代嗯对
[01:17:21] 但是如果你没有搞研究
[01:17:23] 那能力其实你就没
[01:17:24] 你就没有开放这个认知
[01:17:26] 也没有办法把认知变成能力
[01:17:28] 这我觉得这是他的一个最新的一个
[01:17:31] 重要的一个观点
[01:17:32] 你们3万人的公司有多少人是负责研究的
[01:17:35] 我们没有特定的哈
[01:17:37] 我们有一些特别重要的前沿技术的时候
[01:17:40] 会有专门的研究团队对
[01:17:42] 但是我觉得所有的能力
[01:17:44] 所以在构建能力的
[01:17:45] 就是垂直的构建能力的部门呢
[01:17:48] 对然后或者是过去大家讲讲职能部门的方式对
[01:17:51] 然后我觉得他都应该去搞研究
[01:17:54] 就比如我举一个例子
[01:17:56] 我们然后去年招了接近3000人的研发
[01:17:59] 管理人员的校招啊
[01:18:01] 但是我们如何
[01:18:02] 然后让这些校招能够在公司里边
[01:18:05] 接受到更好的培训训练和课程嗯
[01:18:09] 那所以呢这时候
[01:18:10] 然后我们的整个的人才发展团队
[01:18:12] 就得先去搞研究对吧
[01:18:14] 然后也会请咨询公司跟我们一起来合作对吧
[01:18:17] 然后这些全世界顶级的公司
[01:18:19] 在这样的人员规模当中会怎么去做
[01:18:21] 跟我们相似的公司的时候是怎么来做
[01:18:23] 不同的公司怎么来做对吧
[01:18:25] 从而能看到哦好我们有哪些能力差距啊
[01:18:30] 然后第二个我们要开发这些能力
[01:18:32] 所以我们就有了一线历练这样的一个能力啊
[01:18:35] 然后我们做了一个非常好的一个能力
[01:18:38] 说怎么能够让大家去工厂
[01:18:41] 然后接受训练
[01:18:42] 训练哪些具体的
[01:18:43] 然后这个内容和教材和哪做哪些体验
[01:18:46] 然后到我们的一线的店面接触消费者怎么来做
[01:18:49] 然后怎么去学流程
[01:18:50] 所以相当于他们要开发课程啊
[01:18:52] 看完课程以后
[01:18:53] 然后最后才能变成业务
[01:18:55] 把这个课程放到我们的工厂
[01:18:57] 放到我们店面
[01:18:58] 然后并有这些人
[01:19:00] 有这些客户
[01:19:00] 我们的用户就是员工
[01:19:02] 然后去运行
[01:19:02] 所以我说他是一样的
[01:19:04] 他同样要去搞研究
[01:19:05] 要去搞研发和开发
[01:19:07] 然后又要变成真正的我们有这样的课程能力
[01:19:10] 我们有这样的这个一线历练的能力
[01:19:12] 然后并且去作战
[01:19:14] 我觉得是一样的
[01:19:15] 一模一样的一个方式
[01:19:16] 什么是一个好的司机
[01:19:17] 大模型的北极星指标
[01:19:19] 我觉得还是把4G大模型和A政策放在一起
[01:19:21] 它这才是一个真正用户能够使用的一个产品
[01:19:23] 如果是一个我觉得如果是一个4G大模型好的
[01:19:26] 我觉得跟人的判断是一样
[01:19:27] 就我判断一个司机
[01:19:28] 就我我们家雇佣了一个司机
[01:19:30] 第一是他开车水平好不好
[01:19:32] 其实他模型能力强不强呃
[01:19:35] 第二个还是说他是否职业嗯
[01:19:37] 对然后我觉得那他是否职业
[01:19:40] 我有很重要的一点
[01:19:41] 其实就是我们的超级对齐这方面的工作
[01:19:43] 包括强化训练
[01:19:45] 然后是否做的足够的好
[01:19:46] 而第三个是
[01:19:48] 然后他跟我之间的信任的关系
[01:19:50] 我是跟他说什么他都听不明白
[01:19:53] 还是我说上半句他就知道下半句
[01:19:55] 甚至我很多东西不说
[01:19:56] 他已经对我的记忆里边都可以独自去完成了
[01:19:59] 嗯对
[01:20:00] 其实就我们如何去通过agent的和记忆
[01:20:03] 来构建一个更好的信任的一个关系
[01:20:05] 和理解的一个关系
[01:20:07] 对如果我什么都不说
[01:20:08] 他都知道我要干什么了
[01:20:09] 这个司机要同时又满足了他开车不错
[01:20:12] 然后又很职业
[01:20:14] 他又对我特别特别特别了解
[01:20:15] 特别理解
[01:20:16] 对我就会一直雇佣他
[01:20:18] 然后他涨工资每年
[01:20:20] 然后每年定期给他涨工资
[01:20:22] 对我觉得
[01:20:23] 最后我们对司机的这
[01:20:24] 对整个的这一个4G单模型和4G agent的判断
[01:20:27] 也是一样的
[01:20:28] 但我觉得以后所有的AI的或者agent的判断
[01:20:30] 都应该是这样的
[01:20:31] 他的专业能力
[01:20:33] 他的职业能力
[01:20:34] 然后以及他给你构建信任的这个能力
[01:20:37] 你觉得这个A证应该怎么定价呢
[01:20:39] 我们雇用人类费用的几分之一吧
[01:20:42] 至于几分之一
[01:20:43] 最后还是看把成本都算出来以后嗯
[01:20:46] 我觉得比如说我一个月我雇一个司机
[01:20:49] 1万块钱
[01:20:50] 我是否愿意2000到3000雇佣一个司机
[01:20:53] 那可能你对车而言
[01:20:55] 你可能也不需要付保险费了
[01:20:56] 保险费也包在这里边了
[01:20:58] 财产险的费用也包含在里边了
[01:20:59] 也可能一定的这种
[01:21:02] 因为它可能会自动去充电
[01:21:03] 可能一定的
[01:21:05] 然后充电的金额对应一定里程的
[01:21:07] 充电金额也是也放在里面了
[01:21:09] 所以可能到最后算下来
[01:21:10] 可能一定是个更划算的一个事情
[01:21:12] 你之前对内说过一句话
[01:21:13] 说理想的支架原创性超过了增程
[01:21:15] 这句话是不是太自信了
[01:21:18] 我自己觉着就我们在这方面的
[01:21:20] 然后研究工作真的做的很深
[01:21:22] 所以你看到我们的各种的论文
[01:21:25] 而且我们为了
[01:21:26] 然后我们为了做好这个智能驾驶
[01:21:29] 我还做了操作系统
[01:21:30] 然后我们为了做智能驾驶
[01:21:32] 我们构建了完整的训练体系
[01:21:34] 我们呢为了然后做智能驾驶
[01:21:36] 甚至我们自己去直接去改芯片的
[01:21:38] 然后这个底层的软件对吧
[01:21:42] 然后我觉得我们做了很多这方面的这些工作对
[01:21:46] 然后那这方面工作
[01:21:47] 肯定比增程做的工作量更多对
[01:21:50] 然后我觉得还有一个比较好的一个评价方式
[01:21:52] 就是我们历史上从来没有遇到过
[01:21:55] 然后任何一个周期
[01:21:56] 比如2024年和今年年初对
[01:21:59] 然后我觉得我们每一个自动驾驶团队的
[01:22:02] 核心人员
[01:22:03] 可能基本上都接会接到20个以上的猎头电话
[01:22:06] BLA架构会怎么改变
[01:22:08] L3和L4的进程
[01:22:09] 我觉得还是回到刚才那个方面讲的
[01:22:11] 我觉得一个是模型的能力啊
[01:22:14] 比如今天其实在车上
[01:22:16] 然后放一个3.2B的MOE对吧
[01:22:20] 然后如果把action然后都算下来
[01:22:22] 大概是个4B的
[01:22:23] 然后一个模型其实他对于对应对应的能力而言
[01:22:27] 可能还是会有一个上限
[01:22:29] 因为今天算力就这么多了对吧
[01:22:31] 然后虽然两颗ORANX或者一个索尔U
[01:22:35] 有64G显存
[01:22:37] 然后能够最大跑一个30B的一个模型
[01:22:40] 但是它的帧数是达不到的
[01:22:42] 然后如果你想要达到
[01:22:43] 其实然后交通就是一个机器人
[01:22:46] 或者讲一个自动驾驶所需的帧数
[01:22:47] 然后你得把模型规模提升
[01:22:49] 然后往下压
[01:22:50] 那这时候其实在端上的模型规模就受限啊
[01:22:54] 那如果有一天我们可以把一个32B的
[01:22:57] 然后模型直接放在端侧
[01:22:59] 那可能L4就实现了
[01:23:01] 可能云端的那个模型也会扩大到320B
[01:23:04] 它是个3000亿的一个
[01:23:05] 然后VR的模型
[01:23:06] 所以我觉得模型的规模基本上会
[01:23:09] 然后云端的模型规模和和这个和端测的
[01:23:13] 然后这个模型规模
[01:23:15] 然后基本上会限制的
[01:23:16] 然后L3和L4的能力的上限
[01:23:19] 今年能看到L4吗
[01:23:21] 或者是明年我觉得这代算力不行
[01:23:24] 这在算力基本上就是个L3的水平
[01:23:27] 那今年能看到L3大概有没有一些时间点
[01:23:30] 我觉得还跟法规一些东西相关对吧
[01:23:33] 但是我觉得这个能力达到的话
[01:23:36] 我认为然后今年的三季度最快三季度
[01:23:40] 最晚四季度基本上就能看到
[01:23:42] 然后真正的L3的
[01:23:44] 然后这样的能力型的产品了
[01:23:45] 但是可能法规啊
[01:23:47] 然后包括后边很多东西
[01:23:49] 还会有一些其实需要去问题需要去解决
[01:23:53] 刚才一直调用的是CEO大模型的技术专家
[01:23:57] 接下来调用一下战略专家
[01:23:59] 前几天你们不是刚开完了
[01:24:00] 2025的雁西湖战略会吗
[01:24:02] 达成了什么新共识
[01:24:04] 我觉得从战略上的一个核心的共识
[01:24:07] 还是继续延续
[01:24:08] 然后去年的秋季战略会做的一些判断
[01:24:12] 但是呢我们延伸出来一些关键的想象一些
[01:24:15] 如果往后看3年
[01:24:16] 往后看6年
[01:24:17] 然后大家可以去思考和探索的一些关键的点
[01:24:21] 还是我我讲的说
[01:24:22] 其实我们如果来看战略的话
[01:24:25] 然后中间的圈儿其实是规模
[01:24:27] 这个圈外边有三个变量
[01:24:29] 这当规模发生变化以后
[01:24:31] 这三个变量也会发生变化
[01:24:32] 一个其实是用户需求
[01:24:34] 然后一个是技术产品
[01:24:36] 然后我也一个是组织能力嗯
[01:24:39] 对那我觉得这是然后这里边的一个核心
[01:24:42] 所以呢
[01:24:43] 我们今天其实今年会有1000大几亿的收入
[01:24:46] 去年有1450亿的收入是吧
[01:24:48] 那我们如果往后走
[01:24:50] 这些对于规模的限制会在哪里啊
[01:24:53] 然后以及我们想获得更大规模
[01:24:54] 或者哪些东西是限制
[01:24:55] 比如从用户的需求角度来看
[01:24:57] 我们会面临什么样的一个限制
[01:24:59] 比如我们今天主力车型都是SUV对吧
[01:25:03] 那我们可不可以然后靠卖SUV
[01:25:05] 然后卖到对
[01:25:07] 然后3000亿5000亿甚至更高的收入嗯
[01:25:10] 那这时候就是一个很大的一个挑战对吧
[01:25:13] 那因为像路虎啊这样的
[01:25:14] 其实并没有做到对吧
[01:25:16] 那也包含我们的用户群
[01:25:18] 今天我们是去年是50万辆啊
[01:25:21] 今年要多一些
[01:25:22] 如果我们要做到100万辆以上
[01:25:24] 我们的用户群的规模
[01:25:25] 就意味着跟BBA是一样大的规模了
[01:25:27] 那意味着我们用户群要扩大好多倍是吧
[01:25:30] 那这些用户群体的沟通
[01:25:32] 然后其实也是不一样的诶
[01:25:34] 那这时候我们就想一个很重要的问题
[01:25:35] 就说那就会产生两个
[01:25:37] 第一我们要往更大的规模走
[01:25:39] 我们要去覆盖哪些过去我们没有覆盖的用户群
[01:25:42] 对然后对他们应该怎么去沟通
[01:25:45] 然后另外要从产品的角度而言
[01:25:47] 家庭定位是个非常好的定位
[01:25:49] 但如果只做家庭定位的SUV包含面向全球
[01:25:52] 是不是有问题的
[01:25:54] 哎那所以呢我说了一个
[01:25:56] 我们做了一个分析
[01:25:58] 说我们有必要
[01:25:58] 其实然后在面向全球
[01:26:01] 在面向更大范围群体的时候
[01:26:02] 我们应该去
[01:26:03] 然后做轿车对吧
[01:26:06] 然后但是我们应该是做好的家庭轿车
[01:26:08] 不是运动轿车对吧
[01:26:10] 然后那另外一方面
[01:26:11] 然后我们作为家庭用户而言
[01:26:13] 我们在空间更有优势对吧
[01:26:15] 那我们其实应该做
[01:26:16] 然后再丰富一些的MMPV的产品
[01:26:19] 然后这种家庭轿车的大空间的
[01:26:22] 家庭轿车的产品对
[01:26:23] 然后并让这些产品然后面向更广泛的用户群
[01:26:26] 以及面向全球啊
[01:26:28] 但也不是出很多的车啊
[01:26:29] 能不能把这些整个的这些车的规模还是有效的
[01:26:32] 1SKU进行一个有效的控制对吧
[01:26:35] 所以我说这是用户需求可能会发生的变化
[01:26:38] 那我另外从技术的角度发生了变化
[01:26:40] 那可能我们可以看3年到6年的呀
[01:26:42] 然后一个一个距离对吧
[01:26:44] 那当车实现了全自动驾驶以后
[01:26:46] 其实车会是人工智能时代
[01:26:48] 一个营业收入最高的一个终端对吧
[01:26:52] 然后他可能能做到
[01:26:54] 其实然后千亿美金的这样的一个收入
[01:26:56] 一家企业是一个营业收入很高的一端
[01:26:59] 可能这个车然后做到这个千亿的这个收入的话
[01:27:02] 你可能会超过中国所有的手机厂商的收入对吧
[01:27:06] 做到千亿美金的话
[01:27:07] 那这时候然后那我在想
[01:27:09] 这为什么它是个人工智能时代的终端
[01:27:11] 它具备了哪些特点
[01:27:12] 比如说我说人工智能时代的一个终端
[01:27:14] 跟移动互联网跟PC时代的终端
[01:27:17] 然后差异是什么呢
[01:27:18] 我说它有四个特点
[01:27:20] 然后第一个特点是它要有
[01:27:22] 然后360度对物理世界感知的能力
[01:27:25] 然后就第二个
[01:27:26] 然后他有这种认知决策的能力
[01:27:30] 我觉得第三个他必须有action的能力
[01:27:32] 他可以去去操作一个终端上的软件
[01:27:35] 也可以直接去操作一个机器人是吧
[01:27:38] 我觉得第四个
[01:27:39] 然后他要有自己的反思反馈的一个能力对
[01:27:42] 然后像像人是一样的
[01:27:44] 我觉得具备这四个的可能
[01:27:46] 我觉得就是AGI时代的终端对吧
[01:27:49] 汽车从一个智能终端
[01:27:50] 变成了一个人工智能终端对
[01:27:53] 然后这是我们要做的事情
[01:27:54] 那我们还要再想一想
[01:27:56] 其实然后在我们的生活范围里
[01:27:58] 在家里
[01:27:58] 在工作中
[01:27:59] 在我们身上是否还会出现
[01:28:01] 然后新的符合刚才我说的四个特点的
[01:28:04] AGI时代的
[01:28:05] 然后终端对
[01:28:07] 那我觉得那那个可能又会形成我们未来的机会
[01:28:10] 因为苹果也并不是只卖Mac
[01:28:12] 苹果发展到一定阶段的时候
[01:28:13] 也做了IPOD
[01:28:14] 也做了IPHONE
[01:28:15] 而且也都非常的成功对吧
[01:28:18] 然后微软也去
[01:28:20] 微软也不是只做操作
[01:28:21] 也做了office
[01:28:21] 也做了语音服务
[01:28:23] 对小米也做了IOT
[01:28:24] 也做了汽车对吧
[01:28:26] 当你到了那个规模的时候
[01:28:27] 比如当当你到了5000亿以上规模的时候
[01:28:30] 你必须得去考虑这样的事情对
[01:28:33] 然后因为你的用户群也变得更大
[01:28:35] 你的用户需求也更完善
[01:28:36] 我们能不能去满足用户工作
[01:28:38] 生活中那些最主要的场景
[01:28:40] 推出最有竞争力的AJI的终端产品
[01:28:43] 但我觉得这是技术产品的角度而言
[01:28:44] 可能这是我们要去看6年的事情
[01:28:47] 一直看到2030年会有哪些可能性对吧
[01:28:50] 那我觉得第三个是组织能力方面的话
[01:28:53] 对
[01:28:53] 那我们想做到3000亿收入
[01:28:56] 我们想做到
[01:28:57] 然后7000亿收入对
[01:28:59] 然后这时候你的能力需要哪些提升
[01:29:02] 你小的时候你可以招个人就带来能力了
[01:29:04] 但你变成千亿的规模的时候
[01:29:06] 很多能力
[01:29:07] 然后你你怎么去选择
[01:29:09] 其实就变得很关键了
[01:29:10] 比如这个阶段的时候
[01:29:12] 我觉得我们在小的时候没有看明白
[01:29:14] 没有看懂苹果啊
[01:29:16] 那这个阶段的时候
[01:29:17] 我们可能又去认真研究苹果
[01:29:18] 发现苹果还有很多能力
[01:29:20] 其实值得我们去学习的
[01:29:22] 到今天为止
[01:29:23] 你去看一个苹果
[01:29:24] 当你做到千亿收入
[01:29:24] 你再去看这种万亿收入公司的能力的时候
[01:29:27] 你开始模模糊糊能看懂一些了
[01:29:29] 但是我小的时候
[01:29:30] 我们很小规模的时候
[01:29:31] 我们看不懂苹果为什么这么做
[01:29:33] 但我觉得这个其实还是说最后其实是规模对
[01:29:37] 因为规模是一个可以确定衡量的的变化
[01:29:40] 也会带来的用户规模和用户需求的变化
[01:29:42] 对技术和产品的变化
[01:29:45] 对也会带来组织和能力的变化
[01:29:48] 学习苹果会带来你们什么改变吗
[01:29:51] 我们我们一直在学习
[01:29:52] 就是在组织和能力上
[01:29:53] 我们一直在学习对
[01:29:54] 因为组织能力上挺难自己发明的
[01:29:56] 除非我们大到了一定程度
[01:29:57] 没得可学了对吧
[01:29:59] 我们最开始的时候我们先是学的
[01:30:02] 然后我们认真的学习丰田的工作法
[01:30:06] 然后学习gm的
[01:30:08] 然后整个的研发的流程的方式对吧
[01:30:11] 然后也学习了谷歌的OKR
[01:30:15] 把不同的业务团队对齐的方式
[01:30:16] 那这个帮我们其实很好的完成了第一个阶段
[01:30:19] 就是理想one的这个研发和交付
[01:30:22] 并且理想one
[01:30:23] 也帮我们创造了超过100亿美金的收入
[01:30:25] 但卖了20多万辆
[01:30:26] 我们第二个阶段其实很重要的一点
[01:30:28] 其实是我们在想
[01:30:30] 我们从一个做到了百亿的收入
[01:30:33] 怎么往千亿收入去走
[01:30:35] 我们又认真说我们这个行业更像什么对吧
[01:30:38] 然后我们当时也研究过苹果
[01:30:39] 我们觉得我们人才密度不够啊
[01:30:41] 甚至也没看懂苹果
[01:30:43] 所以我们当时说哎有很多的华为的书对吧
[01:30:47] 也有很多的华为非常愿意把这些能力
[01:30:49] 然后写成书向外去分享
[01:30:52] 包括IPD呀
[01:30:53] 然后那我们我们第二阶段其实又向华为学习了
[01:30:57] 很重要的学习了组织的能力
[01:30:59] 也包括IP地
[01:31:00] 包括整个的财务
[01:31:03] 然后流程和人力资源的这种三支柱
[01:31:06] 对我觉得这个对我们帮助很大
[01:31:08] 所以呢这就配合着我们的啊
[01:31:10] 理想L系列的平台化的研发能力
[01:31:12] 包括后边我们的整个的更大规模的
[01:31:14] 销售团队的管理能力
[01:31:16] 然后销售团队背后还有三支柱的这种
[01:31:19] 赋能和约束对
[01:31:21] 所以呢我们就快速的在新势力里面
[01:31:23] 借助L系列的产品
[01:31:24] 然后做到了超过1000亿的收入
[01:31:26] 那这个过程大概就是然后是我们的第二个阶段
[01:31:29] 但我们做到1000多亿收入的
[01:31:31] 然后我们也知道靠这个能力还能做到2000亿
[01:31:33] 3000亿
[01:31:34] 但3000亿以上怎么办对吧
[01:31:36] 这是几年后的事情
[01:31:37] 13年之内的事情吧
[01:31:39] 他们是否经历过跟我们相同的阶段
[01:31:42] 对
[01:31:42] 然后我觉得这时候我们就发现
[01:31:45] 苹果又是个更好的一个榜样了
[01:31:46] 为什么是学苹果呢
[01:31:48] 它也不是一家AI公司
[01:31:51] 我觉得最重要的是学能力对
[01:31:54] 要苹果最开始也不是个手机公司啊
[01:31:56] 苹果也不是一个mp3播放器的公司
[01:31:59] 苹果就是台电脑
[01:31:59] 就是个电脑公司啊
[01:32:00] 嗯对吧
[01:32:01] 那其实他能从一个电脑公司变成一个
[01:32:05] 然后有一个音乐播放器到后边
[01:32:07] 其实变成一个手机公司
[01:32:08] 变成一个软件的服务生态的公司
[01:32:10] 它也在不停的在变化呀
[01:32:12] 你想是谁啊
[01:32:13] 如果往后讲的话
[01:32:15] 我们其实会变在人工智能未来越越来越清楚
[01:32:19] 然后我觉得如果回答如果看到2030年的话
[01:32:23] 我觉得一个比较好的回答是
[01:32:24] 我们希望能够成为全球领先的人工智能
[01:32:27] 终端企业哦
[01:32:28] 这现在加了终端对
[01:32:30] 这是一个变化
[01:32:31] 相比去年我们聊的时候
[01:32:32] 我觉得他不是个变化
[01:32:33] 是因为过去没做这个选择对吧
[01:32:36] 那但是今天这个选择很清楚了
[01:32:38] 那我也我也跟团队讲明白
[01:32:40] 说
[01:32:40] 我们因为团队也要知道
[01:32:42] 为什么做这样的选择对吧
[01:32:44] 这是今年的选择吗
[01:32:45] 去年底今年初开始来做的选择
[01:32:48] 也是相互碰撞出来
[01:32:49] 我们到底是谁
[01:32:50] 我们要不停的
[01:32:50] 因为我们希望知道我们要成为谁
[01:32:53] 但是更重要回答我们是谁对吧
[01:32:55] 那我觉得我跟团队讲了说
[01:32:57] 其实1975年出现了apple two
[01:32:59] 后边又出现了Mac对
[01:33:01] 这是苹果这家公司
[01:33:02] 他在做终端对吧
[01:33:03] 他做的是软硬件结合对吧
[01:33:05] 那同一时期也会出现微软
[01:33:08] 他先做了DOS
[01:33:09] 后来又出现了windows对吧
[01:33:11] 他做的实际是操作系统和一个软件生态对
[01:33:14] 那这是两种完全不同的取向
[01:33:15] 没有什么对错之分
[01:33:17] 但是在那个阶段的时候
[01:33:18] 很显然
[01:33:19] 然后微软赢了
[01:33:21] 苹果遇到了很多的挑战
[01:33:22] 但苹果至少活了下来
[01:33:24] 但因为它是有自己独特的价值的
[01:33:26] 那2007年
[01:33:28] 然后同样然后出现了IPHONE啊
[01:33:31] 这是苹果做的
[01:33:32] 苹果又想到了做终端啊
[01:33:34] 只是这次除了软件和硬件以外
[01:33:36] 还加了整个的服务的集合啊
[01:33:40] 除了有软件
[01:33:40] 有硬件
[01:33:41] 还有服务
[01:33:41] 所以苹果的服务做的非常之好
[01:33:43] 他的服务利润收入也占比非常之高对吧
[01:33:46] 所以他变成三个能力的一个结合
[01:33:48] 所以它它定义还是终端
[01:33:50] 嗯啊那这时候紧接着又出现了安卓
[01:33:54] 但当然不是微软
[01:33:55] 是谷歌的角色了
[01:33:56] 安卓又做了
[01:33:57] 然后操手机操作系统
[01:33:59] 保安又做了整个服务的生态
[01:34:01] 操作系统是开源的
[01:34:02] 但服务是属于他自己的
[01:34:03] 无论是google的map呀
[01:34:05] GMAIL这一切的东西对吧
[01:34:07] 然后也包括然后这个谷歌商店
[01:34:10] 这模仿的这个a p p store这这样的一个体系
[01:34:14] 那如果拿整个移动互联网时代来看的话
[01:34:18] 苹果和谷歌基本上是不相上下的
[01:34:21] 因为这也是全世界唯二的
[01:34:23] 然后每年的净利润接近1000亿美金的公司对吧
[01:34:28] 所以我觉得这个非常成功
[01:34:30] 我觉得这他仍然做了两个完全不同的选择
[01:34:32] 所以回到我们今天的人工智能时代也是一样的
[01:34:35] 今天我们能看到很多问题是因为没有action
[01:34:37] 那你需要action的时候就需要终端对吧
[01:34:40] 你不能只知不行
[01:34:42] 得知行合一才是更大的价值啊
[01:34:45] 但是同样啊会有企业像open i这样的
[01:34:48] 然后他会做模型
[01:34:49] 后边他甚至也会做模型的agent o s对
[01:34:52] 他会做一个这样的一个生态
[01:34:54] 然后开放API这样的
[01:34:56] 然后也需要其实有这个时代的
[01:34:58] 然后终端的公司
[01:35:01] 当然我们为什么先切入自动驾驶
[01:35:02] 自动驾驶足够大呀
[01:35:04] 对然后这个汽车是个足够大的一个市场
[01:35:06] 对
[01:35:07] 那那只不过其实我们可能不会限于这一个终端
[01:35:10] 当这个终端做成以后
[01:35:11] 我们的能力其实能不能覆盖到用户
[01:35:13] 让他生活的更好
[01:35:14] 工作得更好
[01:35:15] 然后更多的
[01:35:17] 但是是属于AJI时代的终端
[01:35:19] 我们不会再做上个时代的终端
[01:35:20] 但是我们一旦要进入到任何一个终端
[01:35:23] 它必须得符合我刚才说的四个特点
[01:35:25] 有物理世界的360度感知能力对吧
[01:35:28] 然后有这种认知决策能力
[01:35:31] 然后有真正的action的执行能力
[01:35:33] 无论是控制机器还是执行软件对吧
[01:35:36] 然后第四个由然后有真正的反思和反馈的能力
[01:35:40] 只不过到了整个的AGI时代终端的话
[01:35:43] 然后同样
[01:35:44] 然后他对于整个的能力要求变得不一样了
[01:35:46] 也包含他有软件的部分
[01:35:48] 它也有它也有硬件的部分
[01:35:49] 然后它也有服务的部分
[01:35:50] 但它我说它会变得不同了
[01:35:53] 那比如软件的部分
[01:35:54] 第一我要有非常好的模型能力啊
[01:35:57] 尤其是我要对物理世界理解
[01:35:59] 我要在物理世界工作
[01:36:00] 我要横穿物理世界
[01:36:01] 数字我不仅要能看看清
[01:36:03] 然后道路上的车
[01:36:04] 然后理解这个修路啊
[01:36:06] 然后这个胡同小巷对我还得能看懂导航地图
[01:36:11] 能看懂所有的软件对吧
[01:36:12] 所以我需要我有非常好的模型能力
[01:36:14] 第二个我要有非常好的操作系统的能力
[01:36:17] 而这些端然后包括人工智能时来端
[01:36:19] 它要是要是个事实的对
[01:36:22] 然后他不能像然后安卓那样的
[01:36:23] 是一个背后的一个任务排列式的对吧
[01:36:26] 也不能像传统auto side这样是个链式的
[01:36:28] 然后他要既要并行
[01:36:29] 然后你的好的操作系统
[01:36:30] 你对你的整个计算上的NPU
[01:36:33] MCU这些内核怎么有效的去占用
[01:36:36] 来确保它的实时性
[01:36:37] 它准确的去执行啊
[01:36:38] 所以你的操作系统能力要求也不一样
[01:36:40] 你要很高的性能对吧
[01:36:42] 然后要符合整个人工智能在物理世界里运行
[01:36:45] 在数据里
[01:36:45] 世世界运行的这样的
[01:36:47] 包括我能不能做出来更好的虚拟机用
[01:36:49] 或者本地电脑工具不够的时候对
[01:36:51] 然后我们能不能做出更好的更高性能的虚拟机
[01:36:54] 因为这也是操作系统的能力对吧
[01:36:56] 然后我觉得第三个还是还是要做好
[01:36:58] 然后各种各样的工具对
[01:37:00] 但是是符合我们所需要的这些常用的工具
[01:37:03] 因为工具也会根据人工智能才
[01:37:05] 然后变得其实更有效
[01:37:06] 更高效
[01:37:07] agent也要去调用工具对吧
[01:37:09] 所以我说这个其实是我看到的软件的能力对
[01:37:12] 然后这三个其实缺一不可
[01:37:14] 然后另外是从硬件的能力上
[01:37:16] 我也能看到三个
[01:37:17] 我觉得第一个重要的能力
[01:37:18] 其实是本体发生了变化了
[01:37:21] 比如我们要把车控制的更好
[01:37:22] 所以我们要自研整个的线控系统对吧
[01:37:25] 然后后边的话整个的本体方面的这些需求
[01:37:30] 然后计算单元之间的这些关系部署
[01:37:33] 比如对于车来是否一定是个中中央大脑
[01:37:36] 那其实不是
[01:37:37] 因为所有的任何一个端来中央大脑距离很远
[01:37:41] 所以我可不是一个重要大脑
[01:37:43] 再加几个分脑来做
[01:37:45] 然后这样的话我的最少的线束
[01:37:47] 然后最好的整个的传输效率对吧
[01:37:50] 既有集中计算
[01:37:51] 有分布式计算
[01:37:52] 并不是一个大脑工作对吧
[01:37:53] 那我觉得这些东西都会发生
[01:37:55] 这些硬件的本体都会发生变化
[01:37:57] 那我觉得第二个很重要的点其实是NPU
[01:38:00] 就大家现在太关注于云端的训练和推理了对吧
[01:38:04] 有云南训练推理
[01:38:05] 其实大家可以通过架更多的来实现
[01:38:08] 通过改这个结构
[01:38:09] 那在终端上如果我只能放3B的模型
[01:38:13] 然后跑10HZ
[01:38:14] 但是有一个人过来能放30B的模型跑10HZ
[01:38:18] 那这就十倍的性能差距对
[01:38:20] 所以我这方面的要求更高
[01:38:21] 就是当大脑变得很强了
[01:38:23] 我觉得NPU像心脏
[01:38:24] 心脏也要变得更强对那这个其实没什么捷径
[01:38:28] 你后边的要求越来越高
[01:38:30] 对甚至今天的很多架构可能都已经不太实用了
[01:38:33] 对吧
[01:38:34] 那我觉得这是然后第二个这个部分
[01:38:36] 而第三个部分
[01:38:37] 其实我认为制造环节都会发生变化
[01:38:40] 因为整个工厂为什么不能变成一个机器人对吧
[01:38:44] 然后小时候我们看过变形金刚动画片对吧
[01:38:47] 然后那这些所有的机器人里面有的像擎天柱啊
