[00:00:01] 哈喽大家好
[01:42:18] 提供什么样的价值对吧
[01:42:20] 那当然今天狗是一个宠物
[01:42:22] 它给你提供情感价值
[01:42:23] 当你发现狗最早进入家庭的时候
[01:42:26] 它其实起的是个看家护院的作用
[01:42:28] 它提供的是功能价值对吧
[01:42:30] 那其实你发现今天的宠物狗很大程度上已经失去了当年那个功能价值
[01:42:35] 而我们自己做安防系统
[01:42:37] 那么呃我们在全球的几百万户七系家庭里边持续面对的一个问题
[01:42:42] 就是说你在家里面装满了安防的系统
[01:42:45] 摄像头对吧
[01:42:46] 然后就呃保护报警的设备
[01:42:49] 但是今天如果有人闯入你家的时候
[01:42:52] 事实上你能做的事情是很少的
[01:42:55] 嗯那今天我们觉得当你有一条看家狗
[01:42:59] 在今天有闯入者
[01:43:01] 被这个安防系统监测到的时候
[01:43:02] 这条狗可以去驱离这样的一个闯入者
[01:43:05] 实现了一个真正的用户价值的闭环对吧
[01:43:08] 就不只是今天发现闯入者
[01:43:10] 而实际上是能够驱离闯入者
[01:43:12] 让你家真的变得安全嗯
[01:43:14] 那这样一个产品听起来是不是有道理的嗯
[01:43:17] 所以事实上我们去做一部研究
[01:43:19] 也发现说我们那些七系的用户
[01:43:22] 然后大家今天有相当的比例
[01:43:24] 愿意用相当的金额去买这样的一条家庭的看家狗
[01:43:28] 嗯换句话就是这个产品其实在我们开始做的时候
[01:43:32] 我们就确定它是能卖出去
[01:43:33] 而且他是卖出去很大的量
[01:43:35] 因为它能创造特别明确的客户价值
[01:43:37] 嗯听起来这个时代跟上一个时代
[01:43:40] 你们做产品的方法论也没有什么很大的区别对吧
[01:43:43] 依然是定义市场的能力
[01:43:44] 定义产品的能力
[01:43:46] 我觉得任何一个时代
[01:43:47] 只要你叫产品公司
[01:43:49] 你就必须给客户创造价值
[01:43:51] 嗯嗯不可能说你的产品对吧
[01:43:53] 技术特别先进
[01:43:54] 但是哦客户其实觉得它没有价值
[01:43:57] 那这绝对不是一个好的产品公司
[01:43:59] 所以我觉得我们这么多年从简单的产品
[01:44:02] 像充电宝那样的
[01:44:04] 本来一直做到今天复杂的像看家狗这种产品公司的
[01:44:08] 我们的信念非常的一贯
[01:44:09] 就是我们一定要做给客户创造真实价值的的产品
[01:44:15] 那为什么战略要从深浅海转向深海呢
[01:44:18] 有转过行吗
[01:44:19] 嗯我们还是说今天参不是今天这个品类有多复杂
[01:44:24] 深是代表这个品类的规模有多大
[01:44:27] 嗯对吧
[01:44:28] 换句话说呃
[01:44:30] 我们说所谓的深是这个品类的销售规模在500亿美金以上的
[01:44:35] 这个其实他就像我刚刚举的这个德州扑克的例子
[01:44:39] 其实实际上是你这个德州扑克桌上每一注盲注的大小
[01:44:45] 嗯所以换句话就是我们说浅海就是盲住在几百万人民币对吧
[01:44:52] 到可能几千万人民币的市场
[01:44:54] 然后所谓深就是一个盲注可能五个亿
[01:44:57] 十个亿的市场
[01:44:59] 所以在这样的市场里面
[01:45:00] 你发现其实你即使是对吧
[01:45:03] 就是有几10亿的钱甚至几百亿的钱
[01:45:06] 其实你可能打不了几举牌就会下去了
[01:45:09] 所以那种市场我觉得其实跟就我觉得那个是深海和浅海的差别
[01:45:15] 从这个角度的话
[01:45:16] 我们今天做的依然也是浅海的市场
[01:45:19] 嗯你理解对吧
[01:45:21] 即使是安防系统
[01:45:22] 像看家狗这种市场
[01:45:24] 它的整个市场规模大概率也不会超过500亿美金
[01:45:28] 所以前海战略是依然延续的
[01:45:31] 所以从我们定义的浅海里边
[01:45:33] 就是刚刚讲市场规模不那么大的品类里面
[01:45:36] 我们依然会延续
[01:45:37] 你会进深海吗
[01:45:38] 其实你现在能看得到的两个未来确定幸福长出来的生态
[01:45:43] 一个就是我们刚刚讲的人形机器人
[01:45:45] 对对吧
[01:45:47] 然后第二个呢其实我们会觉得是智能眼镜
[01:45:49] 也就是个人交互终端的
[01:45:51] 第四就全新的一种形态
[01:45:54] 那今天呃人形眼镜的话
[01:45:56] 我觉得前面有一大堆公司是智能眼镜
[01:46:00] 对智能眼镜的话
[01:46:01] 我觉得前面会有三波大厂在在竞争
[01:46:04] 第一波是我们说的所有的手机厂
[01:46:08] 第二波是所有的互联网大厂
[01:46:11] 然后第三波是所有的模型公司嗯
[01:46:16] 所以所以你知道
[01:46:17] 因为这三拨人最后都会希望去抢那个跟人交互的那个入口对吧
[01:46:23] 所以任何一家公司进这个品类的时候
[01:46:25] 你都要回答说今天你能怎么能打得过前面123这三类大厂嗯
[01:46:31] 对所以你到底进还是不进
[01:46:32] 所以我们今天是不会到智能眼镜那个品类去的对但人形机器人的话呢
[01:46:37] 像我们刚刚讲的
[01:46:38] 它今天是还完全没有收敛的对吧
[01:46:41] 然后我们今天在开发了
[01:46:44] 就是刚刚讲狗这个形态的呃产品的时候
[01:46:48] 其实我们的技术站已经在向那个领域延伸了
[01:46:50] 嗯那我们希望说到那个点
[01:46:54] 就是真的技术大家已经开始收敛的那个点
[01:46:57] 我们有能力去挑战那样的一个市场
[01:47:00] 当然那个一个挑战大概率就不是说用今天公司这种
[01:47:05] 好像一个嗯组织的一部分去做
[01:47:08] 可能就是从公司里边成立一个更加独立的团队
[01:47:11] 去打那样的一个超级品类的市场
[01:47:13] 有可能会spin up
[01:47:15] 对他其实做得好
[01:47:17] 他才有skin off的必要
[01:47:18] 所以其实它有点像华为的运营商业务里面长出来的手机业务
[01:47:22] 一样的对吧
[01:47:24] 它其实变成一个深海之后
[01:47:25] 这个业务就完全独立的在自己跑
[01:47:27] 然后到今天也跑得很成功
[01:47:30] 这对你来说是一个必须要做的事情吗
[01:47:33] 还是你其实是观望的状态
[01:47:35] 我们觉得今天作为一个做浅海的公司来讲
[01:47:38] 这个其实不是我百分之百必须要做的事情对吧
[01:47:41] 而是今天当时机成熟的时候
[01:47:43] 我有能力做的时候
[01:47:44] 然后我们又有合适的leader去做这个事情的时候
[01:47:47] 我们觉得我们愿意挑战的事情
[01:47:49] 就他就是你们公司也许可能的皇冠上的明珠
[01:47:53] 但是今天其实他不确定嗯
[01:47:56] 我觉得今天其实你看华为
[01:47:57] 华为其实他的运营商业务本质上是一大片浅海凑在一起的
[01:48:02] 所以它是很多很多的中小品类拼起来的嗯
[01:48:04] 然后他的手机业务其实是一个巨大的深海对吧
[01:48:08] 所以今天我们觉得嗯在一个公司里边
[01:48:11] 既有今天大片的浅海业务
[01:48:13] 又有一个深海业务
[01:48:15] 华为是前面的一个很好的榜样
[01:48:17] 但做成他们那样
[01:48:19] 其实需要非常好的底子对吧
[01:48:22] 然后非常强的组织的能力和技术能力
[01:48:27] 对如果用比较精炼的语言来总结你做了十几年的这种产品的理念
[01:48:33] 产品的方法你会怎么总结
[01:48:35] 从最早的选品
[01:48:37] 然后到选人的把知性出来
[01:48:40] 因为会有一套完整的方法吗
[01:48:42] 我觉得这个背后其实是一个复杂的系统对吧
[01:48:44] 它很难用一句话就是讲的那么清楚
[01:48:48] 如果今天你一定要讲一句话的话
[01:48:50] 我觉得还是说从细分的用户人群上创造独特的价值
[01:48:56] 以这个为根本嗯对就是如果一定要讲一句话的话
[01:49:01] 就是细分出人群出来
[01:49:03] 为他们创造实实在在的独特的价值
[01:49:07] 嗯能把人群会看的多细啊啊
[01:49:11] 我觉得其实所有的有价值的商业都是从人群细分开始
[01:49:14] 你回到像乔布斯
[01:49:16] 乔布斯从嗯96年回到苹果的时候对吧
[01:49:20] 他面对苹果有几十个产品
[01:49:22] 他其实也是把人群夸夸的分成了两个人群
[01:49:26] 就是我们说的呃专业类用户和普通用户
[01:49:30] 然后呢分出了两个场景
[01:49:32] 一个是移动设备
[01:49:33] 一个是放在桌子上固定不动的嗯
[01:49:36] 所以两个人群两个场景最后就切出了四个产品的坑位
[01:49:41] 然后每个产品每个坑位做了一个有价值的产品
[01:49:45] 然后这个公司就变得很成功
[01:49:47] 所以我觉得其实对所有的对
[01:49:50] 就是我觉得做产品的人来讲
[01:49:52] 我觉得这是一个你可以理解思维
[01:49:54] 如果我只讲一个原则的话
[01:49:56] 今天就是为细分人群的确定的场景
[01:49:59] 然后创造独特的价值
[01:50:03] 你有过失败的产品经历吗
[01:50:05] 那就不要太多吧
[01:50:07] 成成胜率能有多少
[01:50:09] 嗯其实我们在2022年做过一次收缩之后
[01:50:14] 我们后面再也没有今天减少过品类了
[01:50:18] 你是后在选择品类上变得更谨慎了吗
[01:50:21] 对的确是就嗯应该这么讲
[01:50:24] 就他不只是变得更谨慎了
[01:50:26] 而回到最后实际上是有更清楚的原则和方法
[01:50:30] 你应该从两端出发
[01:50:32] 一端就是你现在有什么人群
[01:50:35] 就这些人他已经买你的产品了
[01:50:38] 然后他今天对你有个基础的了解和信任
[01:50:41] 然后另外一端呢就是技术
[01:50:43] 就今天你有什么底层技术站对吧
[01:50:46] 然后那么有些通用的技术
[01:50:48] 也有一些今天极致创新的技术
[01:50:51] 所以今年最好你的新进的品类是你在人群上的重叠度是很高的
[01:50:56] 然后在技术站上的重叠度也是很高的
[01:50:59] 在这样的发展
[01:51:01] 就这样情况下的品类拓展的成功率就是很高的
[01:51:04] 嗯对如果今天你的人群也不同了
[01:51:07] 然后技术也不同吧
[01:51:08] 你这脚跨出去大概率挑战是比较大的
[01:51:11] 嗯你是那种天才型产品经理型的人吗
[01:51:15] 嗯我觉得我的产品size是是好的对
[01:51:20] 然后那嗯但是呢其实说实话
[01:51:24] 消费电子产品其实是做不完的
[01:51:27] 做不完的意思就是说10年以前有新的消费电子产品对吧
[01:51:32] 今天有全新的
[01:51:33] 我觉得大概率10年以后也会有全新的消费电子产品
[01:51:36] 然后呃我觉得我是个长期主义的人哦
[01:51:39] 就是我一直想说诶做一个什么产品
[01:51:42] 能够这个产品能够一直用嗯
[01:51:44] 对然后所以其实我今天把这个公司看成是我的产品
[01:51:49] 就是今天能够让很多很多的年轻的产品的人对吧
[01:51:54] 技术人在这个平台上面嗯持续的去创造他们想创造的产品
[01:52:00] 这样的一个平台嗯
[01:52:02] 它本身也是一个产品对吧
[01:52:04] 那这个产品其实它做起来的难度和挑战
[01:52:07] 其实在我理解是远远比做一个具体产品要大的
[01:52:11] 你什么时候有这个意识的意识到你做的是一个平台
[01:52:14] 而不是一个单个的产品
[01:52:15] 2020年我们在做战略的研讨的时候
[01:52:18] 我们就意识到刚刚讲的对吧
[01:52:20] 第一我们到底做了多少品类嗯
[01:52:22] 我们未来要做多少评费
[01:52:24] 未来要做多少呃
[01:52:26] 还是说我们会在几个领域里边对吧
[01:52:29] 那么我看你们画的是三个领域
[01:52:31] 对我们今天有呃
[01:52:33] 充电和储能是一个领域
[01:52:34] 对语音是一个领域
[01:52:36] 对我们第三个领域就是家庭自动化
[01:52:39] 对哦
[01:52:40] 其实我们还在做一个领域
[01:52:41] 就是健康领域的孵化对吧
[01:52:43] 那未来在这个四个领域里边我们发展嗯
[01:52:46] 我觉得品类的数量
[01:52:48] 其实每个领域最后我觉得十个20个品类都是很正常的嗯
[01:52:53] 但是这种大的垂类
[01:52:54] 大的品类是吧
[01:52:55] 十个20个
[01:52:56] 十个20个就是很具体的产品品类了
[01:52:58] 就是说在充电储能里
[01:52:59] 我就把充电宝和充电器算成两个不同的产品品类哦
[01:53:03] 现在有多少个
[01:53:04] 现在我们大概有20来个吧
[01:53:06] 嗯对所以今天你如果从四个产业方向
[01:53:09] 然后每个产业方向最后是到20个的话
[01:53:13] 最后我觉得公司可能会有40个到60个品牌嗯
[01:53:18] 对这就是我们刚刚讲的嗯
[01:53:21] 这就是我们说的叫第三类公司对的
[01:53:24] 因为我们说啊你看底下的品类有少量的超级品类和大量的中小品类
[01:53:30] 上面呢有三类公司
[01:53:31] 第一类公司就是今天做的特别少的超级品类的公司
[01:53:35] 就比如说苹果特斯拉对吧
[01:53:38] 第二类公司呢就是他做了少量的中小品类
[01:53:41] 其实绝大部分的公司属于第二类
[01:53:44] 第三类公司就像我们愿景那样的
[01:53:46] 我们今天能做到几十个中小品类的
[01:53:49] 而且嗯能够把它做成对吧
[01:53:51] 做出很好的客户价值
[01:53:53] 其实消费电子品类里面历史上是有这样的粉丝的
[01:53:57] 比如说像当年的索尼对吧
[01:53:59] 后来的飞利浦
[01:54:01] 然后如果你跨到不同的行业去看
[01:54:03] 你会发现嗯比如说宝洁对吧
[01:54:07] 他是一个很多很多品类
[01:54:08] 很多品牌的公司嗯
[01:54:10] 比如耐克
[01:54:11] 耐克其实也是很多很多细分品类组成的对
[01:54:15] 然后那像电子品类里的
[01:54:17] 比如说德州仪器对吧
[01:54:19] 然后那么你们都觉得其实嗯最后在每一个行业里面
[01:54:23] 你发现都会出现几个成功的第三类公司嗯
[01:54:27] 所以我们希望安克能成为中间的一个成为第三类公司
[01:54:31] 一般需要CEO是一个什么样的性格和个性
[01:54:34] 嗯不是一个集权的人
[01:54:36] 对
[01:54:36] 其实这就去到第三层嗯
[01:54:39] 我们刚讲底下一层是landscape
[01:54:41] 就是你改变不了的地形对吧
[01:54:43] 中间一层最后长出了三种不同形态的公司
[01:54:46] 顶上一层的话呢
[01:54:48] 其实我们觉得是两种不同的管理模式嗯
[01:54:51] 一种叫国王和骑士团
[01:54:54] 就是嗯王国内大小事务皆由国王和他的骑士团们裁决嗯
[01:55:01] 另外一种叫总统和联邦
[01:55:04] 就是今天对吧
[01:55:06] 这个总统负责整个国家的整体的建设和运作
[01:55:09] 嗯然后那么呃底下的具体的联邦
[01:55:13] 一个一个州一个州去负责某一个具体的领域的运作
[01:55:17] 对
[01:55:17] 那我们觉得第三类公司
[01:55:19] 你发现最后长期承担
[01:55:20] 第三类公司其实都去到了什么统和他联邦的模式呃
[01:55:24] 最后退回来就是今天其实你是希望一个非常具体的对吧
[01:55:28] 去一件一件事情管的
[01:55:31] 还是你往后退一点
[01:55:32] 你更希望其实是就是你觉得这个背后的原因
[01:55:36] 不管是因为你懒对吧
[01:55:38] 还是因为今天你就不希望今天特别做具体的事情
[01:55:42] 这背后的性格他其实我觉得是几个因素的叠加对吧
[01:55:46] 其实第一个嗯你可能不希望就是持续做那么具体的事情啊
[01:55:52] 对而第二个呢很重要的
[01:55:53] 其实说诶你还希望今天能够去赋能一些不能别人啊
[01:55:59] 赋能很多人去把这些事情做出来
[01:56:01] 嗯因为我们刚刚谈到的
[01:56:03] 你看所有的智能家居都值得重新再做一遍对吧
[01:56:06] 那当然你今天有选择说
[01:56:08] 我去做一家全新的公司来去重新做某个品类的真智能的设备
[01:56:14] 嗯但是呢嗯恕我直言
[01:56:17] 就在硬件品类里面创业
[01:56:18] 做一个全球化的公司
[01:56:20] 他的挑战其实是非常大的
[01:56:23] 嗯我们把就是一个公司打开看对吧
[01:56:27] 它的价值链嗯
[01:56:29] 所谓价值链就是今天你把这个客户价值要创造出来
[01:56:33] 所要经过的不同的岗位和角色
[01:56:37] 这就是我们说的把它串在一起
[01:56:39] 就是一个价值点
[01:56:40] 比如说我们呃硬件你首先需要做战略对吧
[01:56:45] 然后后面需要做产品
[01:56:46] 产品里边人家做用户研究对吧
[01:56:49] 然后做就技术的前沿的研究
[01:56:52] 然后再去开发产品
[01:56:53] 所以其实嗯我们说消费电子
[01:56:56] 就电子产品其实是一个价值链非常长的公司
[01:56:59] 那么价值链其实是今天把用户价值创造出来
[01:57:03] 所以要经过的不同的岗位和角色的一个连在一起的总和
[01:57:08] 那么我们的公司有6000人呃
[01:57:12] 我们有200个不同的岗位
[01:57:15] 换句话就是我们这个价值链如果你去数它的长度的话
[01:57:18] 它其实是有200个不同的岗位
[01:57:20] 那么长的就是我们属于价值链长的
[01:57:23] 然后更长的就是像汽车对吧
[01:57:25] 像火箭这样的品类
[01:57:27] 那么今天在一个长价值链的公司创业意味着什么
[01:57:34] 男呢男对他意味着说
[01:57:38] 其实你需要在你有限的起飞的跑道就runway里边对吧
[01:57:43] 就你有限的时间和钱和机会里边
[01:57:46] 你需要把这些价值链里面大部分那么打磨到基本能用对吧
[01:57:51] 少量做到可能是比较强
[01:57:53] 所以它的难度其实是一个是很难的
[01:57:57] 然后呢你说价值链变长之后
[01:57:58] 它的难度是一个线性增长的
[01:58:01] 应该不是嗯非线性
[01:58:03] 它是非线性
[01:58:04] 因为价值链里面并不是说每一个点只跟下一个点沟通对吧
[01:58:10] 他其实是一个点跟一片点之间都要进行沟通合作
[01:58:13] 所以你发现价值链增长之后
[01:58:15] 组织的复杂度其实是一个就是我觉得平发密集甚至更高的的复杂度
[01:58:21] 在才在上升的
[01:58:22] 其实这个过程里边
[01:58:23] 你要把一个长价值链的公司真正的打磨出来
[01:58:26] 你发现它其实是个非常非常困难的一件事情
[01:58:29] 所以你就看硬件公司的创业成功率就能看到对吧
[01:58:34] 互联网时代就智能硬件时代
[01:58:36] 就10年以前
[01:58:37] 其实有很多很多被投资的公司到今天真正活下来
[01:58:41] 活得好的
[01:58:41] 其实你肯定是可以数得过来的
[01:58:44] 嗯对吧
[01:58:45] 所以呢面临到今天我们说AI来了之后
[01:58:49] 那么想要重新创造这些产品的
[01:58:52] 我们说的这些创造者们其实同样面临选择
[01:58:55] 就要不然今天你是对吧
[01:58:57] 自己好像创造一个公司
[01:58:59] 要把这个价值链真的从头到尾做出来
[01:59:02] 那么我们希望提供另外一个选择
[01:59:04] 就是今天诶我们这个公司的平台上
[01:59:07] 其实我们通过很多个品类的成功实践
[01:59:10] 那么我们有一套成熟的价值链
[01:59:13] 并且有这个价值链上面做的很好的人对吧
[01:59:17] 今天其实我们还有这个价值链里边沉淀出来的智能体
[01:59:22] 那么所有的这些东西在今天有效的支持这个创业者的过程的时候
[01:59:27] 那么我们相信他能够更高概率的在这个品类里边吧
[01:59:32] 就是存活下来和活好嗯
[01:59:35] 然后最后我们要解决分配的问题
[01:59:37] 因为如果就是做出了很好的产品和技术对吧
[01:59:42] 但不像自己创业那样的能够拿到很多的回报的话
[01:59:46] 这个逻辑也是不通的
[01:59:47] 所以我们还说就是我们说把大部分的创造的成果分给创造者本人嗯
[01:59:53] 就我们觉得我们希望能提供一个这样的就是在自己创业之外
[01:59:57] 另外一个选择就是加入一个成熟的平台对吧
[02:00:00] 然后在这个平台里边来打造全新的技术
[02:00:03] 然后全新的产品的物种对我能理解
[02:00:07] 你很希望这些创创业者创造者加入你们的公司
[02:00:11] 但我我也很好奇啊
[02:00:13] 从你的视角里是什么样的
[02:00:14] 是硬件的好的产品
[02:00:17] 因为你现在并不含藏的做产品
[02:00:19] 你是在搭这个平台
[02:00:20] 但从你的视角来看
[02:00:22] 什么样的产品经理是一个好的产品经理
[02:00:25] 也许叠加了AI之后
[02:00:26] 它会不一样吗
[02:00:28] 嗯我有一个好的产品经理
[02:00:30] 首先是一个要执着于交付客户价值的产品经理对吧
[02:00:34] 而且他不是一个泛的客户价值
[02:00:37] 它一定是一个聚焦了具体人群
[02:00:40] 具体场景独特价值
[02:00:42] 我觉得一个坚持做好具体人群
[02:00:45] 具体场景独特价值的产品经理
[02:00:47] 它才是一个好的产品经理的基础
[02:00:49] 嗯对当然这个点呢说实话他跟互联网产品是相反的
[02:00:55] 互联网的平台类的产品是不挑人群的
[02:00:58] 比如说淘宝
[02:00:59] 比如抖音
[02:01:00] 基本上所有的人群
[02:01:01] 所有的场景都希望能够适用对吧
[02:01:03] 但硬件里边我们说去到我们说中小品类的硬件
[02:01:07] 他一定是挑人群
[02:01:09] 挑场景的
[02:01:10] 什么样的一个产品经理
[02:01:12] 在你在你面前来面试
[02:01:14] 你会直觉觉得他就是一个非常好的产品经理
[02:01:17] 什么样的事你不会再见
[02:01:18] 第二次嗯
[02:01:20] 我们首先有很多的失败的教训对吧
[02:01:25] 然后所谓的背景
[02:01:27] 然后所谓的学历对吧
[02:01:29] 包括甚至面试的过程里边很多的就是过程
[02:01:33] 其实我觉得都不足以今天成为有效的的证明
[02:01:38] 对
[02:01:39] 所以呢其实回到我们为什么有价值观这个东西嗯
[02:01:43] 他就是今天去检验一个人是不是有创造力的
[02:01:49] 我们觉得最有效的一个标准嗯
[02:01:52] 也就今天你的思考过程是不是足够的第一性对吧
[02:01:58] 换句话就是今天那从过去的职业生涯里边
[02:02:01] 如果你以前做产品的话
[02:02:03] 那么你有哪些今天跟别人不一样的理性的思考
[02:02:07] 以及当时的出发点是什么
[02:02:09] 你的推导过程是什么
[02:02:11] 然后其次求极致
[02:02:12] 就是说高手思考没用对吧
[02:02:14] 你怎么克服巨大的困难
[02:02:16] 然后想尽一切办法把它做出来
[02:02:19] 然后最后的话这个过程其实刚刚讲的对吧
[02:02:22] 嗯我们是不是有足够长期主义的眼光
[02:02:25] 这个过程中间我们是不是足够的
[02:02:27] 在我们是不是持续的在觉察自己和净化自己
[02:02:31] 嗯就你发现我其实持续在讲同一套东西
[02:02:35] 嗯因为我们相信说你会看到那些最好的创造者
[02:02:38] 他们就是有这些行为特质的
[02:02:40] 所以当我们今天把自己这个公司定义成围绕一个创造的公司的时候
[02:02:45] 那我们吸引的其实无论是产品经理还是技术的人才
[02:02:50] 甚至包括一个商业的人才对吧
[02:02:52] 然后今天假设说比如说你希望在某一个国家
[02:02:57] 今天A能够把这个品牌从0~1做起来
[02:02:59] 嗯你发现你也需要定义性的特质
[02:03:03] 思考的方式对吧
[02:03:04] 你也需要求及时的的执行
[02:03:06] 最后你也需要刚刚我们讲的那些分成长的特质
[02:03:09] 所以这个其实并不是说给产品经理或者技术的开发者的独特的特质
[02:03:17] 但凡今天你想要做一些从0~1的事情的时候
[02:03:21] 你你就需要这些特质
[02:03:23] 这些人如果能自己创业
[02:03:25] 他会去安客吗
[02:03:26] 呃在消费电子这个品类里面创业
[02:03:29] 嗯我们说它的价值链非常的长对吧
[02:03:32] 一个长价值链的业务就意味着其实你要把这个价值链打造起来
[02:03:37] 它的复杂度是非常高的
[02:03:39] 嗯那么换句话就是说你的成功概率其实是很挑战的
[02:03:44] 我们看过去的历史的大数据是这样的
[02:03:47] 那么今天AI来了之后
[02:03:48] 这个会变化吗
[02:03:50] 我们觉得其实涉及到人的事情对吧
[02:03:52] 因为价值链上其实是一个一个的人
[02:03:55] 然后我们觉得也没有那么容易
[02:03:56] 今天就是彻底的变化对
[02:03:58] 所以我们觉得最后如果是想把这件事情做成对吧
[02:04:02] 那我们觉得来我们这儿可能是更能把这个事情做成的方式
[02:04:06] 更不用提
[02:04:07] 今天安克已经是一个全球大家消费者了解的品牌
[02:04:10] 然后我们有全球化的渠道
[02:04:12] 这个都能给一个好的产品的商业化带来巨大的便利
[02:04:16] 我们刚才其实聊到你们融资的事情
[02:04:18] 就是你们启动了一轮融资
[02:04:20] 然后紧接着上市了
[02:04:21] 启动资本化的动作
[02:04:22] 你觉得如果今天回过头看
[02:04:24] 你当时没有做这个事情的话
[02:04:25] 今天的安克会是什么样的
[02:04:27] 如果没有错的话
[02:04:29] 你说我们当时如果不融资
[02:04:31] 不融资不是不上市对嗯
[02:04:34] 我觉得其实融资和上市其实客观的说给了你一个外部的压力对吧
[02:04:42] 然后但我觉得我们这群人不是被外部压力驱动的嗯
[02:04:46] 换句话就是说公平和我我们这十几年创业
[02:04:49] 并不是好像说看着别人做怎么样
[02:04:53] 我们就要做怎么样
[02:04:54] 我们还是我们那个就是真的是坚定的
[02:04:57] 就是一个台阶
[02:04:58] 踩稳就迈下一个台阶
[02:05:00] 所以我觉得其实不融资不上市
[02:05:03] 我们也应该会走到今天的道路
[02:05:06] 对于你们留住人来说呃
[02:05:10] 会有不好的影响吗
[02:05:11] 如果不上升哦
[02:05:12] 这是个很好的问题对其实嗯我们刚刚讲的分奖金对吧
[02:05:17] 其实刚刚讲就我们把当期的利润里边的很大部分分给员工
[02:05:22] 这个是一种激励的方式
[02:05:24] 但是呢的确今天说上市了之后对吧
[02:05:28] 或者说通过股份变现一把
[02:05:35] 这肯定也是一个很大的吸引对
[02:05:38] 所以呢其实呃我们当年上市的优呃
[02:05:43] 中国的规定是嗯没有上市的公司最多也来卖个股东对吧
[02:05:49] 所以我们当年大概分到了170多个员工
[02:05:52] 由公司的股权哦
[02:05:55] 对所以等上市之后
[02:05:57] 这些员工的收入其实都是非常好
[02:05:59] 他们上市完了会留下吗
[02:06:01] 客观的说
[02:06:02] 其实嗯很多人的确他有足够的钱之后
[02:06:06] 他会重新考虑他的人生对吧
[02:06:08] 然后但是呢今天我觉得更大的比例并不是说他因为有钱和没有钱
[02:06:13] 而他觉得说这样一个地方
[02:06:15] 他今天是不是嗯还能让他持续的就是有成长和开心嗯
[02:06:21] 对我们看到肯定有一些人他就是钱过了一个数字之后
[02:06:26] 他可能会想选择另外一种不同的生活方式对吧
[02:06:30] 其实我们有个特别好玩的例子
[02:06:32] 就是我们有一个财经的同学
[02:06:34] 就在公司上市之后
[02:06:36] 他觉得自己的钱也够了
[02:06:37] 然后他就嗯辞职去呃
[02:06:42] 中央戏曲学院学了一个编剧专业哦
[02:06:46] 然后正儿八经的做了几年编剧
[02:06:49] 对
[02:06:50] 但这个故事的结尾又回来了吗
[02:06:53] 对他又回来了
[02:06:54] 但他现编剧那个行业也不是那么好玩的对
[02:06:57] 最后回到这个公司
[02:06:58] 他觉得诶好像我们这群人他还很怀念
[02:07:00] 然后我们就在做更有趣的事情
[02:07:02] 他最后又回来了
[02:07:03] 就是你发现你可能就是你一毕业在一个轨道里往前走对吧
[02:07:08] 到了一个阶段
[02:07:09] 你这公司上市了
[02:07:10] 你觉得好像诶你给自己一个可以休息的一个理由
[02:07:13] 但你发现你好像也不能一直休息对吧
[02:07:16] 你换一个领域
[02:07:17] 换一个赛道之后
[02:07:18] 你比现在更开心吗
[02:07:20] 很多人尝试之后发现并不是
[02:07:22] 所以我其实想问的是
[02:07:24] 现在很多不少吧
[02:07:25] 就可能做AI硬件的公司或者做硬件的公司
[02:07:28] 他一开始都是有利润的
[02:07:29] 但对于一家有利润的公司
[02:07:30] 公司什么情况下应该考虑上市
[02:07:32] 什么时候情况下应该考虑不上市
[02:07:35] 就是这是有一个标准答案的吗
[02:07:38] 从你的体感上
[02:07:39] 就我我讲两个不同的视角
[02:07:40] 我讲一个员工视角
[02:07:42] 讲一个创始人视角嗯
[02:07:43] 我觉得从员工视角来说
[02:07:45] 就是almost always
[02:07:47] 就几乎所有时候员工都希望这家公司能像是因为这很简单
[02:07:51] 就不上市的话呃
[02:07:53] 我的股份很难变现对吧
[02:07:55] 即使像我们这样每年给他分很多的
[02:07:57] 就是分很多的钱
[02:07:59] 但是他都跟上市变现那一把带来的巨大收入比是少很多的
[02:08:04] 所以从员工的角度
[02:08:05] 我觉得员工几乎所有的时候都希望是上市
[02:08:08] 那对创始人来说呢
[02:08:10] 我觉得这个问题就要就创始人的视角可能有不一样
[02:08:15] 如果你去看历史的话
[02:08:18] 你就发现其实对中国的台湾呃
[02:08:22] 有很多80岁的上市公司董事长
[02:08:26] 他们都是公司在最好的时候
[02:08:28] 就可能40年以前
[02:08:29] 他们40岁的时候上市对吧
[02:08:31] 然后当然这公司几十年也活下来了
[02:08:34] 但你发现就是这个公司也不没有涨到更大对吧
[02:08:38] 而且长期的过程里边嗯比如说家里人也不愿意接班
[02:08:42] 然后嗯后面的同事们也不能有效的把这个事情接起来的时候
[02:08:47] 那么虽然你在40岁的时候享受了一次航上市敲钟的快乐
[02:08:52] 但是当你年纪更大对
[02:08:55] 有的时候你还在持续的得为这个公司付出
[02:08:58] 然后让这个公司持续跑下去的时候
[02:09:00] 嗯这个事情我觉得只是他肯定我觉得对一些人的的长期是
[02:09:07] 或者说嗯我觉得就你理解我想表达的意思对吧
[02:09:12] 就把你锁在这了是吧
[02:09:13] 就对创始人来讲
[02:09:15] 因为你的员工可以走
[02:09:16] 但创始人你今天大概率是走不了的对吧
[02:09:19] 所以你的公司今天上市了
[02:09:21] 然后你好像敲钟了
[02:09:22] 你很开心
[02:09:23] 但你要想10年20年30年的事情的话
